ResourceID,card,card_order,source_id,identifier_content,identifier_type,type,name_content,name_type,name_language,part_of_location,annotation_population,annotation_timezone,country,coordinates_geo_json,coordinates_wkt,annotation_elevation
6e246546-4535-5fce-b198-b28553b1ee04,single,0,2747848,https://www.geonames.org/2747848,Geonames identifier,polder,Polder de Ruigenhil,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.45153 51.67007),(4.45153 51.67007),
fbe1bbe3-1637-5edc-8352-9ebf1477f80b,single,0,2747853,https://www.geonames.org/2747853,Geonames identifier,populated place,Rugdijk,Primary,Nederlands,"[{""resourceId"": ""4c9dd21f-b4fc-5398-b121-632b2bb4879d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cd6f6e0b-c73d-51e5-a994-f3e3ee052bbb"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.09722 51.59083),(5.09722 51.59083),
40c4fa96-42fe-5784-9890-182d66d5b290,single,0,2747854,https://www.geonames.org/2747854,Geonames identifier,canal,Rucphensche Vaart,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.49869 51.5316),(4.49869 51.5316),
8adfdbb8-8748-5c1c-850f-ac8149a5bce1,single,0,2747855,https://www.geonames.org/2747855,Geonames identifier,heath,Rucphensche Heide,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.54475 51.5136),(4.54475 51.5136),
c5781e1a-d314-5a0b-977f-1c8a0cad30ea,single,0,2747856,https://www.geonames.org/2747856,Geonames identifier,heath,Rucphensche en Langendijksche Heide,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.53333 51.51667),(4.53333 51.51667),
768f9dce-f534-5651-904b-218ed0de9ed6,single,0,2747857,https://www.geonames.org/2747857,Geonames identifier,second-order administrative division,Gemeente Rucphen,Primary,Nederlands,"[{""resourceId"": ""7fedf03f-c477-5986-94d8-a3545a00cfe2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a83780a9-535a-547f-be07-87109ac4068f"", ""inverseOntologyProperty"": """"}]",23080,Europe/Amsterdam,NL,POINT (4.56586 51.52357),(4.56586 51.52357),
ae088efc-c04c-5e51-bf32-ea6e2e89bd9e,single,0,2747858,https://www.geonames.org/2747858,Geonames identifier,populated place,Rucphen,Primary,Nederlands,"[{""resourceId"": ""7fedf03f-c477-5986-94d8-a3545a00cfe2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a83780a9-535a-547f-be07-87109ac4068f"", ""inverseOntologyProperty"": """"}]",3660,Europe/Amsterdam,NL,POINT (4.55833 51.53167),(4.55833 51.53167),
0031831b-b57c-5665-85ba-271822aca53d,single,0,2747859,https://www.geonames.org/2747859,Geonames identifier,polder,Rubeerepolder,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.25664 51.5682),(4.25664 51.5682),
9bcef15a-c4ac-54f6-9035-b9446624c9ca,single,0,2747861,https://www.geonames.org/2747861,Geonames identifier,pond,Rozenven,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.49796 51.49784),(4.49796 51.49784),
f310d2ce-8283-5334-9304-06b406274aa9,single,0,2747872,https://www.geonames.org/2747872,Geonames identifier,stream,Rovertsche Leij,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.05972 51.50911),(5.05972 51.50911),
9a24ba06-e541-5285-85ee-5a3ba6b2f5fd,single,0,2747873,https://www.geonames.org/2747873,Geonames identifier,heath,Rovertsche Heide,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.10008 51.47838),(5.10008 51.47838),
4ac0995f-f63b-50f2-a3a8-3e26592c0600,single,0,2747874,https://www.geonames.org/2747874,Geonames identifier,locality,Rovertsche Bunt,Primary,Nederlands,"[{""resourceId"": ""84c9e41d-c743-50c6-a0c6-19e037b80170"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e8080f19-db43-5671-8306-93c31d71bec6"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.06446 51.48188),(5.06446 51.48188),
afb9247e-4e46-5819-9a15-8508ca14ffef,single,0,2747875,https://www.geonames.org/2747875,Geonames identifier,populated place,Rovert,Primary,Nederlands,"[{""resourceId"": ""84c9e41d-c743-50c6-a0c6-19e037b80170"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e8080f19-db43-5671-8306-93c31d71bec6"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.08194 51.4725),(5.08194 51.4725),
a436352c-d052-55a0-828a-360a84008991,single,0,2747910,https://www.geonames.org/2747910,Geonames identifier,populated place,Rosmalen,Primary,Nederlands,"[{""resourceId"": ""e9bd29bd-5e5c-5c23-993a-b15686fdc8d6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""29a9ae87-0758-58eb-9708-40b2c280db6c"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.36528 51.71667),(5.36528 51.71667),
0abff227-02b5-5751-bf3e-7d8707532798,single,0,2747912,https://www.geonames.org/2747912,Geonames identifier,farm,Rosephoeve,Primary,Nederlands,"[{""resourceId"": ""d73b5c4b-764b-5aef-8fef-b1225ea5b171"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fdaf09fe-d6d2-54fc-8f7d-0190c2e46c19"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.24284 51.5589),(5.24284 51.5589),
8118027e-10f0-5fc4-94e8-b0274678297a,single,0,2747921,https://www.geonames.org/2747921,Geonames identifier,fort,Fort de Roovere,Primary,Nederlands,"[{""resourceId"": ""92f3358c-29bf-554e-b4ca-744cb1d30497"", ""ontologyProperty"": """", ""resourceXresourceId"": ""77eb78e5-94db-5c64-b93e-9d586f882730"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.29955 51.5289),(4.29955 51.5289),
5e42870d-1c8b-5584-9316-e49172be004e,single,0,2747927,https://www.geonames.org/2747927,Geonames identifier,section of stream,Roosendaalsche Vliet,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.40743 51.60016),(4.40743 51.60016),
50fce615-7080-52fb-9ef2-9f26f7764fc3,single,0,2747928,https://www.geonames.org/2747928,Geonames identifier,stream,Roosendaalsche-en Steenbergsche Vliet,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.2538 51.62997),(4.2538 51.62997),
c04c41b2-bd23-5d3d-93e7-b13290d1814e,single,0,2747929,https://www.geonames.org/2747929,Geonames identifier,second-order administrative division,Roosendaal,Primary,Nederlands,"[{""resourceId"": ""72a6f283-9f07-5a31-b394-d8067942105e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9542a53-0670-596d-a67e-986838a0f8af"", ""inverseOntologyProperty"": """"}]",77200,Europe/Amsterdam,NL,POINT (4.4226 51.51149),(4.4226 51.51149),
8710ff95-6d61-5e7e-bbcc-6445a2e39d38,single,0,2747930,https://www.geonames.org/2747930,Geonames identifier,populated place,Roosendaal,Primary,Nederlands,"[{""resourceId"": ""72a6f283-9f07-5a31-b394-d8067942105e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9542a53-0670-596d-a67e-986838a0f8af"", ""inverseOntologyProperty"": """"}]",77725,Europe/Amsterdam,NL,POINT (4.46528 51.53083),(4.46528 51.53083),
0ead4ec4-8d76-56a2-ba8d-9ae757a27002,single,0,2747933,https://www.geonames.org/2747933,Geonames identifier,locality,Roosbergsche Tiend,Primary,Nederlands,"[{""resourceId"": ""471670cc-1ea7-5034-97f2-2f0050877bb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8b690be5-8a7f-5a4b-ae16-0d115e06ab48"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.83239 51.55616),(4.83239 51.55616),
54f4eb74-05d3-5120-8ac0-32adbbe4bef7,single,0,2747934,https://www.geonames.org/2747934,Geonames identifier,populated place,Roosberg,Primary,Nederlands,"[{""resourceId"": ""471670cc-1ea7-5034-97f2-2f0050877bb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8b690be5-8a7f-5a4b-ae16-0d115e06ab48"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.82361 51.5625),(4.82361 51.5625),
a85c641a-233d-5aa3-8913-fe9e3e8e2695,single,0,2747939,https://www.geonames.org/2747939,Geonames identifier,populated place,Roonsestraat,Primary,Nederlands,"[{""resourceId"": ""d73b5c4b-764b-5aef-8fef-b1225ea5b171"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fdaf09fe-d6d2-54fc-8f7d-0190c2e46c19"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.23333 51.6),(5.23333 51.6),
e281a0be-a609-58c2-8a17-a9bea273a0eb,single,0,2747944,https://www.geonames.org/2747944,Geonames identifier,locality,Rooische Heide,Primary,Nederlands,"[{""resourceId"": ""2091b323-7697-5ad5-abc5-0083b7fed0d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e84821d-9c70-5060-a56c-d020859384be"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.44098 51.59339),(5.44098 51.59339),
06c7776d-40ff-56bb-ae6a-06e5f18a822b,single,0,2747946,https://www.geonames.org/2747946,Geonames identifier,stream,Roodloop,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.13333 51.5),(5.13333 51.5),
b69298f8-d0c6-54af-8bb7-1ebb40b80a5f,single,0,2747952,https://www.geonames.org/2747952,Geonames identifier,populated place,Roodevaart,Primary,Nederlands,"[{""resourceId"": ""f169e8e5-699c-5ab7-bef9-56d57e0c8114"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8de26cef-c452-50df-b420-84330235dc39"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.61563 51.68772),(4.61563 51.68772),
f57b1aea-b6b3-5188-a9f4-8c3e6d61da56,single,0,2747953,https://www.geonames.org/2747953,Geonames identifier,canal,Roode Vaart,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.58486 51.62779),(4.58486 51.62779),
1a8d80fb-e0f6-57e3-b732-cd4568e1da33,single,0,2747955,https://www.geonames.org/2747955,Geonames identifier,locality,Roode-Schouw,Primary,Nederlands,"[{""resourceId"": ""92f3358c-29bf-554e-b4ca-744cb1d30497"", ""ontologyProperty"": """", ""resourceXresourceId"": ""77eb78e5-94db-5c64-b93e-9d586f882730"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.28037 51.52443),(4.28037 51.52443),
4258ec1b-13bf-56c0-b04f-ce45ef962b11,single,0,2747962,https://www.geonames.org/2747962,Geonames identifier,stream,Roode Beek,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.78333 51.7),(5.78333 51.7),
95cb6d7d-f2f5-5358-a2c5-97355299a5c4,single,0,2747965,https://www.geonames.org/2747965,Geonames identifier,populated place,Rondveld,Primary,Nederlands,"[{""resourceId"": ""8635ce4d-207b-5b8e-9b03-d5c52ba01241"", ""ontologyProperty"": """", ""resourceXresourceId"": ""67b050bc-1387-5e53-880d-5f4258238e30"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.89722 51.62083),(5.89722 51.62083),
687116e1-e631-5555-b290-97fc3b34ab02,single,0,2747967,https://www.geonames.org/2747967,Geonames identifier,locality,Rondgors,Primary,Nederlands,"[{""resourceId"": ""033798b5-955b-5512-a2ea-d43d043d734d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f652cf23-760b-5bc3-8d90-40cb2705dc77"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.67285 51.52517),(4.67285 51.52517),
8c298f62-c83b-5513-858f-9a2bbdb1b795,single,0,2747970,https://www.geonames.org/2747970,Geonames identifier,forest(s),Rondbosch,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.1 51.5),(5.1 51.5),
88e8dbca-a982-5729-b486-ffd937f390c6,single,0,2747980,https://www.geonames.org/2747980,Geonames identifier,populated place,Rolaf,Primary,Nederlands,"[{""resourceId"": ""5f4581c2-11eb-5571-9932-fedd1e23ac81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d85b38f-a5ba-5f88-b081-3e54b097a92d"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.24587 51.57248),(4.24587 51.57248),
0a617197-ad9b-5464-9f58-0e0ceb9de19b,single,0,2747997,https://www.geonames.org/2747997,Geonames identifier,populated place,Roestenburg,Primary,Nederlands,"[{""resourceId"": ""1ba8452a-317c-5383-8408-d1c21d5766d2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f56577a-3b6e-5b4f-8364-13d1c7366bcd"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.5384 51.64583),(5.5384 51.64583),
bdf2d966-d2b9-58b2-b89c-ce22ed3c2f53,single,0,2747998,https://www.geonames.org/2747998,Geonames identifier,hill,Roestelberg,Primary,Nederlands,"[{""resourceId"": ""90dcbcd1-21d2-5ef5-9c2d-981310666b8c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""31272dfc-6ff5-59d7-bc6e-010a3fe400e9"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.08333 51.65),(5.08333 51.65),
0bca042a-d467-5559-8f0d-4caee92b6088,single,0,2748028,https://www.geonames.org/2748028,Geonames identifier,bridge,Rode Brug,Primary,Nederlands,"[{""resourceId"": ""62947c3a-a1de-5469-aeb2-7aea699866c6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f8631d0b-7417-5616-ae51-0f0d9e7096b1"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.93008 51.64793),(4.93008 51.64793),
a4d294e6-ee44-5e76-b51b-b61e88314436,single,0,2748037,https://www.geonames.org/2748037,Geonames identifier,populated place,Rixtel,Primary,Nederlands,"[{""resourceId"": ""3da120e1-168d-5dbd-afd7-e1b3ca6805b6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17f65c14-76fa-5e25-b86f-344b24e800d3"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.64766 51.5097),(5.64766 51.5097),
8629935e-3206-54bd-bce6-f70bb2f24181,single,0,2748046,https://www.geonames.org/2748046,Geonames identifier,populated place,Rith,Primary,Nederlands,"[{""resourceId"": ""471670cc-1ea7-5034-97f2-2f0050877bb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8b690be5-8a7f-5a4b-ae16-0d115e06ab48"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.725 51.56583),(4.725 51.56583),
94aebd10-932a-5681-bcfb-7df793bb352e,single,0,2748047,https://www.geonames.org/2748047,Geonames identifier,stream,Rissebeek,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.4473 51.54974),(4.4473 51.54974),
183b6667-c331-5501-a6de-7d4c0f269d32,single,0,2748049,https://www.geonames.org/2748049,Geonames identifier,populated place,De Rips,Primary,Nederlands,"[{""resourceId"": ""a2f8be27-22d7-5aa7-9e38-320827160148"", ""ontologyProperty"": """", ""resourceXresourceId"": ""306946d3-c390-5d14-9a84-a84127272e67"", ""inverseOntologyProperty"": """"}]",875,Europe/Amsterdam,NL,POINT (5.80972 51.55),(5.80972 51.55),
d93b4400-671a-5b9d-aed3-61c20abd1d64,single,0,2748054,https://www.geonames.org/2748054,Geonames identifier,populated place,Rinkveld,Primary,Nederlands,"[{""resourceId"": ""5c7f6d1a-cbc5-54c1-80f3-0902e644875d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""97aad818-5ac6-5685-a59d-b072f6140440"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.78611 51.4),(5.78611 51.4),
f1c154a9-eb63-57f2-83f8-bfa62219af1b,single,0,2748061,https://www.geonames.org/2748061,Geonames identifier,lakes,Ringselven,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.59887 51.23257),(5.59887 51.23257),
f397c30f-0036-5cfa-b91e-0f1828105399,single,0,2748072,https://www.geonames.org/2748072,Geonames identifier,stream,Rijtsche Loop,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.48333 51.73333),(5.48333 51.73333),
07502be1-3d31-5895-a84a-e57169c8c524,single,0,2748073,https://www.geonames.org/2748073,Geonames identifier,heath,Rijtsche Heide,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.14726 51.32232),(5.14726 51.32232),
d7d3e66b-c6df-56f4-a66b-72bc3112c08f,single,0,2748074,https://www.geonames.org/2748074,Geonames identifier,populated place,Rijt,Primary,Nederlands,"[{""resourceId"": ""f461b590-e0db-554c-aa7e-f9257ea05b2b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""30b07002-eafc-5a80-acb2-bfe7d2e3a05a"", ""inverseOntologyProperty"": """"}]",170,Europe/Amsterdam,NL,POINT (5.30972 51.29583),(5.30972 51.29583),
bb4ac21e-02ae-5aea-bf0f-2ebd2819deab,single,0,2748078,https://www.geonames.org/2748078,Geonames identifier,populated place,Rijswijk,Primary,Nederlands,"[{""resourceId"": ""33641189-78b8-500a-8cb4-be8c3ea48334"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7d164ffc-9a9b-5d60-8962-79f354badeea"", ""inverseOntologyProperty"": """"}]",1862,Europe/Amsterdam,NL,POINT (5.025 51.7975),(5.025 51.7975),
9994bff6-44b7-5562-b263-5f146054d716,single,0,2748091,https://www.geonames.org/2748091,Geonames identifier,populated place,Rijsbergen,Primary,Nederlands,"[{""resourceId"": ""033798b5-955b-5512-a2ea-d43d043d734d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f652cf23-760b-5bc3-8d90-40cb2705dc77"", ""inverseOntologyProperty"": """"}]",4140,Europe/Amsterdam,NL,POINT (4.69722 51.5175),(4.69722 51.5175),
bf04e7e0-b379-5960-a035-9a1f17693df2,single,0,2748100,https://www.geonames.org/2748100,Geonames identifier,populated place,Rijpelberg,Primary,Nederlands,"[{""resourceId"": ""52a60676-0e6d-5871-abd3-8ca25c54db4f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""257c15af-4a53-5cf8-8999-8defe829a605"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.71389 51.48333),(5.71389 51.48333),
2d4f7713-7a85-5123-a572-051cd9d8cc92,single,0,2748125,https://www.geonames.org/2748125,Geonames identifier,populated place,Rijkevoort,Primary,Nederlands,"[{""resourceId"": ""8635ce4d-207b-5b8e-9b03-d5c52ba01241"", ""ontologyProperty"": """", ""resourceXresourceId"": ""67b050bc-1387-5e53-880d-5f4258238e30"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.88611 51.65667),(5.88611 51.65667),
6b7e5b08-6bc9-52d3-ae22-579c0dc88487,single,0,2748130,https://www.geonames.org/2748130,Geonames identifier,populated place,Rijen,Primary,Nederlands,"[{""resourceId"": ""42dc1d56-b8d8-5257-89de-2a3d1acd7c05"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6c5e84d7-e2be-5050-88ca-790dead9531c"", ""inverseOntologyProperty"": """"}]",16230,Europe/Amsterdam,NL,POINT (4.91944 51.59083),(4.91944 51.59083),
96555110-c3ce-56ca-9cae-9af170b67af7,single,0,2748133,https://www.geonames.org/2748133,Geonames identifier,populated place,Rietven,Primary,Nederlands,"[{""resourceId"": ""6185ec93-7e44-5ea9-9894-84a2cbca6160"", ""ontologyProperty"": """", ""resourceXresourceId"": ""842ad57f-846e-5897-9dfa-9f4c73cc5a78"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.7125 51.62167),(5.7125 51.62167),
e608457b-9e93-5eff-931f-db0212c455cf,single,0,2748134,https://www.geonames.org/2748134,Geonames identifier,populated place,Rietven,Primary,Nederlands,"[{""resourceId"": ""e4da0e6c-9845-5a71-9880-d66bff745a76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""516b5015-5854-50b2-a9d0-cad50b0729b2"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.29028 51.42833),(5.29028 51.42833),
baf5147e-76af-5365-a1cf-196591b2b04f,single,0,2748148,https://www.geonames.org/2748148,Geonames identifier,stream,Rietkreek,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.22347 51.5897),(4.22347 51.5897),
9f788a39-0853-5bb0-905c-ccdac92d1e32,single,0,2748150,https://www.geonames.org/2748150,Geonames identifier,populated place,Riethoven,Primary,Nederlands,"[{""resourceId"": ""f461b590-e0db-554c-aa7e-f9257ea05b2b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""30b07002-eafc-5a80-acb2-bfe7d2e3a05a"", ""inverseOntologyProperty"": """"}]",2515,Europe/Amsterdam,NL,POINT (5.3875 51.35417),(5.3875 51.35417),
75419d9d-e7a0-59f8-9713-96d2dbc4526a,single,0,2748153,https://www.geonames.org/2748153,Geonames identifier,populated place,Rietgoor,Primary,Nederlands,"[{""resourceId"": ""72a6f283-9f07-5a31-b394-d8067942105e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9542a53-0670-596d-a67e-986838a0f8af"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.43931 51.50731),(4.43931 51.50731),
9539d71e-7078-59da-aebb-40d678113a6b,single,0,2748155,https://www.geonames.org/2748155,Geonames identifier,populated place,Rietdijk,Primary,Nederlands,"[{""resourceId"": ""33641189-78b8-500a-8cb4-be8c3ea48334"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7d164ffc-9a9b-5d60-8962-79f354badeea"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.03526 51.7812),(5.03526 51.7812),
4294421f-01d7-5e10-8abe-0ff9840a6688,single,0,2748162,https://www.geonames.org/2748162,Geonames identifier,locality,Rielsche Heide,Primary,Nederlands,"[{""resourceId"": ""80777b84-81cc-53f1-b102-b3cbb249dcc0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""201c23a8-bbc9-5d40-a527-d22971a885ad"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.98394 51.53125),(4.98394 51.53125),
569d9c41-e6fd-55c8-945f-9706bac28124,single,0,2748164,https://www.geonames.org/2748164,Geonames identifier,populated place,Riel,Primary,Nederlands,"[{""resourceId"": ""80777b84-81cc-53f1-b102-b3cbb249dcc0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""201c23a8-bbc9-5d40-a527-d22971a885ad"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.02361 51.52583),(5.02361 51.52583),
13c612ff-7459-5d74-a705-b2685c18318b,single,0,2748165,https://www.geonames.org/2748165,Geonames identifier,populated place,Riel,Primary,Nederlands,"[{""resourceId"": ""0457e876-e117-5709-b183-817435af786f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""369fadd1-94f8-5cac-9694-b12374ccb413"", ""inverseOntologyProperty"": """"}]",115,Europe/Amsterdam,NL,POINT (5.52222 51.42333),(5.52222 51.42333),
