alternateNameId,geonameid,isolanguage,alternate name,isPreferredName,isShortName,isColloquial,isHistoric,from,to,name_type
1640609,2746301,li,Tilburg,,,,,,,
1640610,2746301,nl,Tilburg,,,,,,,
1640611,2746301,pt,Tilburgo,,,,,,,
1640612,2746301,ro,Tilburg,,,,,,,
1640613,2746301,sv,Tilburg,,,,,,,
1906055,2746301,fr,Tilburg,,,,,,,
2955260,2746301,link,https://en.wikipedia.org/wiki/Tilburg,,,,,,,
3041478,2746301,ru,Тилбург,,,,,,,
3052219,2746301,link,https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BB%D0%B1%D1%83%D1%80%D0%B3,,,,,,,
8201518,2746301,th,ทิลบืร์ก,,,,,,,
8201519,2746301,ka,ტილბურგი,,,,,,,
8201520,2746301,pnb,ٹلبرگ,,,,,,,
8201521,2746301,be,Цілбург,,,,,,,
8201522,2746301,sr,Тилбург,,,,,,,
8201523,2746301,ja,ティルブルフ,,,,,,,
8201524,2746301,lv,Tilburga,,,,,,,
8201525,2746301,lt,Tilburgas,,,,,,,
8201526,2746301,la,Tilia,,,,,,,
8201527,2746301,fa,تیلبورخ,,,,,,,
8201528,2746301,uk,Тілбург,,,,,,,
8201529,2746301,bg,Тилбург,,,,,,,
8201530,2746301,ko,틸뷔르흐,,,,,,,
8201531,2746301,fy,Tilburch,,,,,,,
8201532,2746301,zh,蒂尔堡,,,,,,,
13438749,2746301,post,5011,,,,,,,
13438750,2746301,post,5012,,,,,,,
13438751,2746301,post,5013,,,,,,,
13438752,2746301,post,5014,,,,,,,
13438753,2746301,post,5015,,,,,,,
13438754,2746301,post,5017,,,,,,,
13438755,2746301,post,5018,,,,,,,
13438756,2746301,post,5021,,,,,,,
13438757,2746301,post,5022,,,,,,,
13438758,2746301,post,5025,,,,,,,
13438759,2746301,post,5026,,,,,,,
13438760,2746301,post,5032,,,,,,,
13438761,2746301,post,5035,,,,,,,
13438762,2746301,post,5036,,,,,,,
13438763,2746301,post,5037,,,,,,,
13438764,2746301,post,5038,,,,,,,
13438765,2746301,post,5041,,,,,,,
13438766,2746301,post,5042,,,,,,,
13438767,2746301,post,5043,,,,,,,Preferred name
13438768,2746301,post,5044,,,,,,,
13438769,2746301,post,5045,,,,,,,
13438770,2746301,post,5046,,,,,,,
13438771,2746301,post,5047,,,,,,,
13438772,2746301,post,5048,,,,,,,
13438773,2746301,post,5049,,,,,,,
13790450,2746301,unlc,NLTLB,,,,,,,
15376950,2746301,wkdt,Q9871,,,,,,,
1244763,2746306,,Ticheltse Berg,,,,,,,
15204691,2746306,wkdt,Q1937804,,,,,,,
15898317,2746308,wkdt,Q1853747,,,,,,,
7074712,2746376,link,https://en.wikipedia.org/wiki/%27t_Haantje%2C_North_Brabant,,,,,,,
2955272,2746389,link,https://en.wikipedia.org/wiki/Teteringen,,,,,,,
13438795,2746389,post,4847,,,,,,,
13790437,2746389,unlc,NLTET,,,,,,,
15317973,2746389,wkdt,Q3519142,,,,,,,
1244811,2746456,,Terheide,,,,,,,
1244812,2746456,,Terheden,,,,,,,
1244813,2746456,,Terheiden,,,,,,,
2955281,2746456,link,https://en.wikipedia.org/wiki/Terheijden,,,,,,,
13438815,2746456,post,4844,,,,,,,
13790436,2746456,unlc,NLTER,,,,,,,
15294329,2746456,wkdt,Q2488235,,,,,,,
1244817,2746461,,Reiken,,,,,,,
1244818,2746461,,Ter Eiken,,,,,,,
1244819,2746461,,Tereijken,,,,,,,
1244820,2746461,,Terrijken,,,,,,,
1244828,2746502,,Eigen,,,,,,,
1244829,2746509,,Tefelsche Wetering,,,,,,,
4124071,2746509,,Teeffelsche Wetering,,,,,,,
1244830,2746510,,Teffelen,,,,,,,
1244831,2746510,,Tefelen,,,,,,,
13438828,2746510,post,5395,,,,,,,
14939643,2746510,wkdt,Q2002802,,,,,,,
15830599,2746570,wkdt,Q4419222,,,,,,,
1244850,2746608,,Strien,,,,,,,
4124082,2746608,,Strijen,,,,,,,
1244851,2746612,,Strijbeekse Heide,,,,,,,
4124083,2746612,,Strijbeeksche Heide,,,,,,,
13438847,2746614,post,4856,,,,,,,
13790338,2746614,unlc,NLSJB,,,,,,,
15802571,2746614,wkdt,Q1936036,,,,,,,
2955308,2746624,link,https://en.wikipedia.org/wiki/Stratum%2C_Netherlands,,,,,,,
4124085,2746624,,Stratum,,,,,,,
15804273,2746626,wkdt,Q12013424,,,,,,,
1244860,2746632,,Strabrechtsche Heide,,,,,,,
4124089,2746632,,Strabrechtse Heide,,,,,,,
7145117,2746632,link,https://en.wikipedia.org/wiki/Strabrechtse_Heide,,,,,,,
1244861,2746635,,Straatsche Heide,,,,,,,
4124090,2746635,,Straatse Heide,,,,,,,
2955317,2746695,link,https://en.wikipedia.org/wiki/Stiphout,,,,,,,
4124096,2746695,,Stiphout,,,,,,,
13438858,2746716,post,5844,,,,,,,
13790401,2746716,unlc,NLSTB,,,,,,,
15884664,2746716,wkdt,Q2674816,,,,,,,
1244877,2746718,,Het Steurgat,,,,,,,
4124102,2746718,,Steurgat,,,,,,,
1244881,2746729,,Kleine Rul,,,,,,,
1244882,2746729,,Sterkselsche A,,,,,,,
4124106,2746729,,Sterkselsche Aa,,,,,,,
2955322,2746730,link,https://en.wikipedia.org/wiki/Sterksel,,,,,,,
13438859,2746730,post,6029,,,,,,,
13790410,2746730,unlc,NLSTR,,,,,,,
15734217,2746730,wkdt,Q665060,,,,,,,
2955333,2746773,link,https://en.wikipedia.org/wiki/Steensel,,,,,,,
13438869,2746773,post,5524,,,,,,,
15318920,2746773,wkdt,Q2107841,,,,,,,
4124114,2746801,,Gemeente Steenbergen,,,,,,,
4124115,2746801,,Steenbergen,,,,,,,
8612863,2746801,link,https://en.wikipedia.org/wiki/Steenbergen,,,,,,,
10840841,2746801,nl,Steenbergen,,1,,,,,
17539329,2746801,en,Steenbergen Municipality,,,,,,,
2010099,2746804,en,Steenbergen,,,,,,,
2010100,2746804,fr,Steenbergen,,,,,,,
2010101,2746804,de,Steenbergen,,,,,,,
2010102,2746804,id,Steenbergen,,,,,,,
2010103,2746804,it,Steenbergen,,,,,,,
2010104,2746804,la,Steenbergen,,,,,,,
2010105,2746804,li,Steenbergen,,,,,,,
2010106,2746804,nl,Steenbergen,,,,,,,
2010107,2746804,sv,Steenbergen,,,,,,,
2955336,2746804,link,https://en.wikipedia.org/wiki/Steenbergen,,,,,,,
13438874,2746804,post,4651,,,,,,,
13438875,2746804,post,4652,,,,,,,
13790403,2746804,unlc,NLSTE,,,,,,,
14939523,2746804,wkdt,Q14389109,,,,,,,
1244895,2746827,,Oosterhoutse Dam,,,,,,,Preferred name
1244896,2746827,,De Statendam,,,,,,,
2955342,2746845,link,https://en.wikipedia.org/wiki/Standdaarbuiten,,,,,,,
13438882,2746845,post,4758,,,,,,,
13790313,2746845,unlc,NLSDB,,,,,,,
6903720,2746846,link,https://en.wikipedia.org/wiki/Stampersgat,,,,,,,
13438883,2746846,post,4754,,,,,,,
13790384,2746846,unlc,NLSPG,,,,,,,
14939475,2746846,wkdt,Q2888351,,,,,,,
1244901,2746854,,Stad van Gerven,,,,,,,
1244904,2746874,,Staartse Heide,,,,,,,
4124121,2746874,,Staartsche Heide,,,,,,,
1244907,2746878,,Staalbergven,,,,,,,
4124123,2746878,,Staalbergsven,,,,,,,
2955347,2746886,link,https://en.wikipedia.org/wiki/Sprundel,,,,,,,
13438889,2746886,post,4714,,,,,,,
13790388,2746886,unlc,NLSPR,,,,,,,
15357566,2746886,wkdt,Q2489064,,,,,,,Short name
1244915,2746891,,Sprokkelenbosch,,,,,,,Preferred name
7069980,2746891,link,https://en.wikipedia.org/wiki/Sprokkelbosch,,,,,,,
15251870,2746891,wkdt,Q2311907,,,,,,,
18213732,2746891,lb,Sprokkelbosch,,,,,,,
18213733,2746891,en,Sprokkelbosch,,,,,,,
18213734,2746891,fr,Sprokkelbosch,,,,,,,
18213735,2746891,nl,Sprokkelbosch,,,,,,,
1244920,2746900,,Spreeuwelsche Heide,,,,,,,
4124131,2746900,,Spreeuwelse Heide,,,,,,,
1244921,2746903,,Sprang-Capelle,,,,,,,
2955348,2746903,link,https://en.wikipedia.org/wiki/Sprang-Capelle,,,,,,,
13438890,2746903,post,5161,,,,,,,
13790302,2746903,unlc,NLSCA,,,,,,,
13790382,2746903,unlc,NLSPC,,,,,,,
14939042,2746903,wkdt,Q1329691,,,,,,,
1244923,2746928,,Vaarweg Werkendam-Amer,,,,,,,
1244924,2746928,,Vaarweg Spijkerboor-Werkendam,,,,,,,
4124133,2746928,,Spijkerboor,,,,,,,
5463504,2747009,nl,Son,,,,,,,
8612865,2747009,link,https://en.wikipedia.org/wiki/Son_en_Breugel,,,,,,,
10840885,2747009,nl,Son en Breugel,,1,,,,,
17539332,2747009,en,Son en Breugel Municipality,,,,,,,
1931308,2747010,en,Son,1,,,,,,
1931309,2747010,es,Son,1,,,,,,
1931310,2747010,fr,Son,1,,,,,,
1931311,2747010,de,Son,1,,,,,,
1931312,2747010,id,Son,1,,,,,,
1931313,2747010,it,Son,1,,,,,,
1931314,2747010,li,Son,1,,,,,,
1931315,2747010,nl,Son,1,,,,,,
1931316,2747010,sv,Son,1,,,,,,
2955362,2747010,link,https://en.wikipedia.org/wiki/Son%2C_North_Brabant,,,,,,,
13438918,2747010,post,5694,,,,,,,
13790299,2747010,unlc,NLSBR,,,,,,,
13790376,2747010,unlc,NLSON,,,,,,,
1244940,2747017,,Somerensche Heide,,,,,,,
4124144,2747017,,Somerenseheide,,,,,,,
1244941,2747019,,Eindje,,,,,,,
1244942,2747019,,'t Eind,,,,,,,
1244943,2747019,,Het Eind,,,,,,,
7145348,2747019,link,https://en.wikipedia.org/wiki/Someren-Eind,,,,,,,
15767151,2747019,wkdt,Q2724393,,,,,,,
8612866,2747020,link,https://en.wikipedia.org/wiki/Someren,,,,,,,
10840884,2747020,nl,Someren,,1,,,,,
17539337,2747020,en,Someren Municipality,,,,,,,
1932432,2747021,en,Someren,,,,,,,
1932433,2747021,fr,Someren,,,,,,,
1932434,2747021,de,Someren,,,,,,,
1932435,2747021,id,Someren,,,,,,,
1932436,2747021,it,Someren,,,,,,,
1932437,2747021,li,Zomere,,,,,,,
1932438,2747021,nl,Someren,,,,,,,
1932439,2747021,sv,Someren,,,,,,,
13438921,2747021,post,5711,,,,,,,
13438922,2747021,post,5712,,,,,,,
13790375,2747021,unlc,NLSOM,,,,,,,
15818982,2747021,wkdt,Q7476457,,,,,,,
13438931,2747037,post,6027,,,,,,,
1244946,2747049,,Snijders,,,,,,,
2697741,2747112,nl,Sluis 13,,,,,,,
4124152,2747112,,Sluis Dertien,,,,,,,
1244958,2747133,,’t Slot,,,,,,,
4124153,2747133,,Slot,,,,,,,
1244961,2747148,,Slingerbosch,,,,,,,
4124154,2747148,,Slingerbos,,,,,,,
1244970,2747166,,Sheven,,,,,,,
1244973,2747178,,Sleewijk,,,,,,,
2955387,2747178,link,https://en.wikipedia.org/wiki/Sleeuwijk,,,,,,,
13438960,2747178,post,4254,,,,,,,
13790426,2747178,unlc,NLSWK,,,,,,,Preferred name
14939504,2747178,wkdt,Q2346836,,,,,,,
1244975,2747193,,Slabroek,,,,,,,
4124158,2747193,,Slabroeksche Heide,,,,,,,
1244979,2747210,,Willebrord,,,,,,,
1244980,2747210,,Heike,,,,,,,
2955392,2747210,link,https://en.wikipedia.org/wiki/Sint_Willebrord,,,,,,,
13437819,2747210,,St. Willebrord,,,,,,,
13438972,2747210,post,4711,,,,,,,
13790422,2747210,unlc,NLSWB,,,,,,,
14991483,2747210,wkdt,Q2181249,,,,,,,
8490481,2747226,,Gemeente Sint-Oedenrode,,,,,,,
8490482,2747226,,Sint-Oedenrode,,,,,,,
8612868,2747226,link,https://en.wikipedia.org/wiki/Sint-Oedenrode,,,,,,,
10840900,2747226,nl,Sint-Oedenrode,,1,,,,,
1932578,2747227,en,Sint-Oedenrode,,,,,,,
1932579,2747227,de,Sint-Oedenrode,,,,,,,
1932580,2747227,fr,Sint-Oedenrode,,,,,,,
1932581,2747227,id,Sint-Oedenrode,,,,,,,
1932582,2747227,it,Sint-Oedenrode,,,,,,,
1932583,2747227,li,Sint-Oedenrode,,,,,,,
1932584,2747227,nl,Sint-Oedenrode,,,,,,,
1932585,2747227,sv,Sint-Oedenrode,,,,,,,
2955396,2747227,link,https://en.wikipedia.org/wiki/Sint-Oedenrode,,,,,,,
13438975,2747227,post,5491,,,,,,,
13438976,2747227,post,5492,,,,,,,
13790115,2747227,unlc,NLOED,,,,,,,
8490483,2747233,,Gemeente Sint-Michielsgestel,,,,,,,
8490484,2747233,,Sint-Michielsgestel,,,,,,,
10840899,2747233,nl,Sint-Michielsgestel,,1,,,,,
17539339,2747233,en,Sint-Michielsgestel Municipality,,,,,,,
2955397,2747234,link,https://en.wikipedia.org/wiki/Sint-Michielsgestel,,,,,,,
9355199,2747234,fr,Saint-Michel-Gestel,,,,,,,
9355200,2747234,hy,Սինտ-Միխիլսխեստել,,,,,,,
11375483,2747234,ar,سينت ميخيليسخيستل,,,,,,,
13438979,2747234,post,5271,,,,,,,
13438980,2747234,post,5272,,,,,,,
13790358,2747234,unlc,NLSMG,,,,,,,
15883672,2747234,wkdt,Q12013374,,,,,,,
1244993,2747275,,Sint Hubertsheide,,,,,,,
4124164,2747275,,Sint Hubertsche Heide,,,,,,,
8552807,2747276,link,https://nl.wikipedia.org/wiki/Sint_Hubert,,,,,,,
8552809,2747276,nl,Sint Hubert,1,,,1,,,
11296141,2747276,link,https://en.wikipedia.org/wiki/Sint_Hubert,,,,,,,
13438992,2747276,post,5454,,,,,,,
14845708,2747276,wkdt,Q2051031,,,,,,,
2729642,2747287,nl,Sint Antonius Abt,,,,,,,
1244996,2747290,,Antonis,,,,,,,
1244997,2747290,,Sint Antonis,,,,,,,
1932666,2747290,en,Sint Anthonis,,,,,,,
1932667,2747290,fr,Sint Anthonis,,,,,,,
1932668,2747290,de,Sint Anthonis,,,,,,,
1932669,2747290,id,Sint Anthonis,,,,,,,
1932670,2747290,it,Sint Anthonis,,,,,,,
1932671,2747290,li,Sintunnis,,,,,,,
1932672,2747290,nl,Sint Anthonis,,,,,,,
1932673,2747290,sv,Sint Anthonis,,,,,,,
13438994,2747290,post,5845,,,,,,,
13790335,2747290,unlc,NLSIN,,,,,,,
15347954,2747290,wkdt,Q14346629,,,,,,,
1245002,2747299,,Sint Annabosch,,,,,,,
4124165,2747299,,Sint Annabos,,,,,,,
8555550,2747303,link,https://nl.wikipedia.org/wiki/Sint_Agatha_(plaats),,,,,,,
13438998,2747303,post,5435,,,,,,,
2299361,2747350,nl,Den Bosch,,1,,,,,
2299362,2747350,nl,'s-Hertogenbosch,1,,,,,,
2299364,2747350,fr,Bois le Duc,1,,,,,,
1245019,2747351,,Hertogenbosch,,,,,,,
1245020,2747351,abbr,'s Bosch,,,,,,,
1245021,2747351,fr,Bois-le-Duc,,,,,,,
1618119,2747351,es,Bolduque,,,,,,,
1618120,2747351,it,Boscoducale,,,,,,,
1618121,2747351,fy,De Bosk,1,,,,,,
1618122,2747351,nl,Oeteldonk,,,1,,,,
1990196,2747351,pl,Hertogenbosch,,,,,,,
2322202,2747351,de,Herzogenbusch,,,,,,,
2428548,2747351,nl,'s-Hertogenbosch,1,,,,,,
2428549,2747351,nl,Den Bosch,,1,,,,,
3041485,2747351,ru,Хертогенбос,,,,,,,
3052222,2747351,link,https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D1%80%D1%82%D0%BE%D0%B3%D0%B5%D0%BD%D0%B1%D0%BE%D1%81,,,,,,,
5700216,2747351,la,Silva Ducis,,,,,,,
7636896,2747351,no,’s-Hertogenbosch,,,,,,,
7636897,2747351,link,https://en.wikipedia.org/wiki/%27s-Hertogenbosch,,,,,,,
13439011,2747351,post,5211,,,,,,,
13439012,2747351,post,5212,,,,,,,
13439013,2747351,post,5213,,,,,,,
13439014,2747351,post,5215,,,,,,,
13439015,2747351,post,5216,,,,,,,
13439016,2747351,post,5221,,,,,,,
13439017,2747351,post,5222,,,,,,,
13439018,2747351,post,5223,,,,,,,
13439019,2747351,post,5224,,,,,,,
13439020,2747351,post,5231,,,,,,,Short name
13439021,2747351,post,5232,,,,,,,Preferred name
13439022,2747351,post,5233,,,,,,,
13439023,2747351,post,5234,,,,,,,
13439024,2747351,post,5235,,,,,,,
13439025,2747351,post,5236,,,,,,,
13439026,2747351,post,5237,,,,,,,
13789683,2747351,unlc,NLHTB,,,,,,,
15256129,2747351,wkdt,Q2766547,,,,,,,
16515366,2747351,de,’s-Hertogenbosch,1,,,,,,
1245025,2747371,,'s Gravemoer,,,,,,,
6876579,2747371,link,https://en.wikipedia.org/wiki/%27s_Gravenmoer,,,,,,,
13439038,2747371,post,5109,,,,,,,
13790325,2747371,unlc,NLSGM,,,,,,,
14938900,2747371,wkdt,Q131883,,,,,,,
15637028,2747401,wkdt,Q2058215,,,,,,,
1245034,2747402,,Seldensale,,,,,,,
4124172,2747402,,Seldensate,,,,,,,
1245039,2747447,,Schuddebeurspolder,,,,,,,
4124174,2747447,,Schuddebeurs,,,,,,,
7043463,2747485,link,https://en.wikipedia.org/wiki/Schoot%2C_Veldhoven,,,,,,,
14939615,2747520,wkdt,Q31210555,,,,,,,
15926165,2747520,,Schoonberg,,,,,,,
8490490,2747583,,Gemeente Schijndel,,,,,,,
8490491,2747583,,Schijndel,,,,,,,
8612870,2747583,link,https://en.wikipedia.org/wiki/Schijndel,,,,,,,
10840898,2747583,nl,Schijndel,,1,,,,,
1932245,2747584,en,Schijndel,,,,,,,
1932246,2747584,fr,Schijndel,,,,,,,
1932247,2747584,de,Schijndel,,,,,,,
1932248,2747584,id,Schijndel,,,,,,,
1932249,2747584,it,Schijndel,,,,,,,
1932250,2747584,li,Schijndel,,,,,,,
1932251,2747584,nl,Schijndel,,,,,,,
1932252,2747584,pt,Schijndel,,,,,,,
1932253,2747584,sv,Schijndel,,,,,,,
2955454,2747584,link,https://en.wikipedia.org/wiki/Schijndel,,,,,,,
13439131,2747584,post,5481,,,,,,,
13439132,2747584,post,5482,,,,,,,
13790367,2747584,unlc,NLSND,,,,,,,
15285560,2747584,wkdt,Q9864,,,,,,,
13439133,2747585,post,4721,,,,,,,
13439134,2747585,post,4722,,,,,,,
13790312,2747585,unlc,NLSCY,,,,,,,
1245090,2747695,,Schalluinen,,,,,,,
1245091,2747696,,Landgoed Schaluinen,,,,,,,
4124199,2747696,,Schaluinen,,,,,,,
1245096,2747710,,Schaaikse Hoek,,,,,,,
1245097,2747710,,Schaijksche Hoek,,,,,,,
4124201,2747710,,Schaijkse Hoek,,,,,,,
1245098,2747711,,Schaijksche Heide,,,,,,,
4124202,2747711,,Schaijkse Heide,,,,,,,
1245099,2747713,,Schaik,,,,,,,
1245100,2747713,,Schaaik,,,,,,,
1245101,2747713,,Schayk,,,,,,,
2955472,2747713,link,https://en.wikipedia.org/wiki/Schaijk,,,,,,,
8552842,2747713,,Schadewijk,,,,1,,,
8552843,2747713,link,https://nl.wikipedia.org/wiki/Schaijk,,,,,,,
13439169,2747713,post,5374,,,,,,,
13790307,2747713,unlc,NLSCJ,,,,,,,
15788941,2747713,wkdt,Q3475289,,,,,,,
8554740,2747722,link,https://nl.wikipedia.org/wiki/Schafferden,,,,,,,
1245104,2747728,,Schadrom,,,,,,,
1245110,2747753,,'t Sas,,,,,,,
2955478,2747753,link,https://en.wikipedia.org/wiki/Het_Sas%2C_North_Brabant,,,,,,,
15266637,2747753,wkdt,Q2377247,,,,,,,
18214346,2747753,en,Het Sas,,,,,,,
18214347,2747753,,Het Sas,,,,,,,
18214348,2747753,nl,Het Sas,,,,,,,
2322201,2747763,nl,Sanderbanken,,,,,,,
2955483,2747773,link,https://en.wikipedia.org/wiki/Sambeek,,,,,,,
8554708,2747773,link,https://nl.wikipedia.org/wiki/Sambeek,,,,,,,
10929366,2747773,nl,Sambeek,1,,,,,,
13439181,2747773,post,5836,,,,,,,
13790356,2747773,unlc,NLSMB,,,,,,,
16387688,2747782,nl,Fort Sabina Henrica,,,,,,,
16387689,2747782,en,Sabina Henrica Fort,,,,,,,
16387690,2747782,nl,Fort De Ruijter,,,,,,,
16387692,2747782,fi,Sabina Henrican linnoitus,,,,,,,
16387693,2747782,wkdt,Q18773396,,,,,,,
1245129,2747806,,De Run Rivier,,,,,,,
4124212,2747806,,Run,,,,,,,
16203199,2747806,link,https://en.wikipedia.org/wiki/Run_%28stream%29,,,,,,,
1245132,2747815,,Rukfen,,,,,,,
1245133,2747815,,Rucphen,,,,,,,
1245139,2747841,,Puigt,,,,,,,
1245140,2747841,,Reugt,,,,,,,
4124214,2747841,,Ruigt,,,,,,,
1245141,2747856,,Rucphense en Langendijkse Heide,,,,,,,
4124215,2747856,,Rucphensche en Langendijksche Heide,,,,,,,
2801907,2747857,,Rucphen,,,,,,,
4124216,2747857,,Gemeente Rucphen,,,,,,,
8612872,2747857,link,https://en.wikipedia.org/wiki/Rucphen,,,,,,,
10840897,2747857,nl,Rucphen,,1,,,,,
17539352,2747857,en,Rucphen Municipality,,,,,,,
1245142,2747858,,Rukfen,,,,,,,
2955492,2747858,link,https://en.wikipedia.org/wiki/Rucphen,,,,,,,
13439191,2747858,post,4715,,,,,,,
13790237,2747858,unlc,NLRCP,,,,,,,
14939640,2747858,wkdt,Q2789907,,,,,,,
1245145,2747873,,Rovertse Heide,,,,,,,
4124218,2747873,,Rovertsche Heide,,,,,,,
2955500,2747910,link,https://en.wikipedia.org/wiki/Rosmalen,,,,,,,
8231439,2747910,ja,ロスマーレン,,,,,,,
8231440,2747910,ru,Росмален,,,,,,,
13439269,2747910,post,5241,,,,,,,
13439270,2747910,post,5242,,,,,,,
13439271,2747910,post,5243,,,,,,,
13439272,2747910,post,5244,,,,,,,
13439273,2747910,post,5245,,,,,,,
13439274,2747910,post,5246,,,,,,,
13439275,2747910,post,5247,,,,,,,
13439276,2747910,post,5248,,,,,,,
13439277,2747910,post,5249,,,,,,,
13790259,2747910,unlc,NLRMA,,,,,,,
14970864,2747910,wkdt,Q2001490,,,,,,,
18214414,2747910,nn,Rosmalen,,,,,,,
18214415,2747910,de,Rosmalen,,,,,,,
18214416,2747910,ceb,Rosmalen,,,,,,,
18214417,2747910,sv,Rosmalen,,,,,,,
18214418,2747910,ast,Rosmalen,,,,,,,
18214419,2747910,pt,Rosmalen,,,,,,,
18214420,2747910,lt,Rosmalenas,,,,,,,
18214421,2747910,en,Rosmalen,,,,,,,
18214422,2747910,lv,Rosmalena,,,,,,,
18214423,2747910,it,Rosmalen,,,,,,,
18214424,2747910,fr,Rosmalen,,,,,,,
18214425,2747910,zh,罗斯马伦,,,,,,,
18214426,2747910,vi,Rosmalen,,,,,,,
18214427,2747910,nb,Rosmalen,,,,,,,
18214428,2747910,lb,Rosmalen,,,,,,,
18214429,2747910,,Rosmalen,,,,,,,
18214430,2747910,fa,روزمالن,,,,,,,
18214431,2747910,pl,Rosmalen,,,,,,,
18214432,2747910,nl,Rosmalen,,,,,,,
18214433,2747910,ca,Rosmalen,,,,,,,
1245163,2747912,,Rozephoeve,,,,,,,
4124226,2747912,,Rosephoeve,,,,,,,
7537632,2747921,link,https://en.wikipedia.org/wiki/Fort_de_Roovere,,,,,,,
7561516,2747921,,Fort de Roovere,,,,,,,
18214434,2747921,te,మోజెస్ వంతెన,,,,,,,
18214435,2747921,hy,Ֆորտ դե Ռուվեր,,,,,,,
18214436,2747921,vi,Fort de Roovere,,,,,,,
18214437,2747921,arz,حصن دى روفير,,,,,,,
18214438,2747921,en,Fort de Roovere,,,,,,,
18214439,2747921,az,Musa körpüsü,,,,,,,Preferred name
18214440,2747921,nl,Fort De Roovere,,,,,,,
18214441,2747921,wkdt,Q4823340,,,,,,,
1245171,2747927,,Rozendaalsche Vliet,,,,,,,
1245172,2747927,,Roozendaalsche Vliet,,,,,,,
4124227,2747927,,Roosendaalsche Vliet,,,,,,,
1245173,2747928,,Steenbergsche Vliet,,,,,,,
1245174,2747928,,Rozendaalsche en Steenbergsche Vliet,,,,,,,
1245175,2747928,,Steenbergsch Vliet,,,,,,,
1245176,2747928,,Roosendaalsche-Vliet,,,,,,,
1245177,2747928,,Roosendaalse en Steenbergse Vliet,,,,,,,
4124228,2747928,,Roosendaalsche-en Steenbergsche Vliet,,,,,,,
1738,2747929,,Rozendaal,,,,,,,
1245178,2747929,,Roosendaal,,,,,,,
2955503,2747929,link,https://en.wikipedia.org/wiki/Roosendaal,,,,,,,
4124229,2747929,,Gemeente Roosendaal,,,,,,,
4124230,2747929,,Gemeente Roosendaal en Nispen,,,,,,,
5463339,2747929,nl,Roosendaal en Nispen,,,,,,,
10841073,2747929,nl,Roosendaal,,1,,,,,
17539350,2747929,en,Roosendaal Municipality,,,,,,,
1655719,2747930,en,Roosendaal,,,,,,,
1655720,2747930,de,Roosendaal,,,,,,,
1655721,2747930,fr,Rosendael,,,,,,,
1655722,2747930,id,Roosendaal,,,,,,,
1655723,2747930,it,Roosendaal,,,,,,,
1655724,2747930,li,Roosendaal,,,,,,,
1655725,2747930,nl,Roosendaal,,,,,,,
1655726,2747930,ro,Roosendaal,,,,,,,
1655727,2747930,sv,Roosendaal,,,,,,,
3041486,2747930,ru,Розендаль,,,,,,,
7485424,2747930,iata,ZYO,,,,,,,
8705832,2747930,fa,روزن‌دال,,,,,,,
8705833,2747930,ja,ローゼンダール,,,,,,,
8705836,2747930,th,โรเซนดาล,,,,,,,
8705837,2747930,ru,Розендал,,,,,,,
8705839,2747930,zh,罗森达尔,,,,,,,
11331759,2747930,ar,روسيندال,,,,,,,
11331760,2747930,ko,로센달,,,,,,,
11331761,2747930,sr,Розендал,,,,,,,
11331762,2747930,zea,Rozendael,,,,,,,
13439279,2747930,post,4701,,,,,,,
13439280,2747930,post,4702,,,,,,,
13439281,2747930,post,4703,,,,,,,
13439282,2747930,post,4704,,,,,,,Preferred name
13439283,2747930,post,4705,,,,,,,
13439284,2747930,post,4706,,,,,,,
13439285,2747930,post,4707,,,,,,,Preferred name
13439286,2747930,post,4708,,,,,,,
13790267,2747930,unlc,NLROO,,,,,,,
1245180,2747953,,Haven van Zevenbergen,,,,,,,
4124232,2747953,,Roode Vaart,,,,,,,
1245182,2747962,,De Roode Beek,,,,,,,
4124233,2747962,,Roode Beek,,,,,,,
1245200,2748037,,Rikstel,,,,,,,
1245204,2748046,,Rit,,,,,,,
14939803,2748046,wkdt,Q2136247,,,,,,,
8098126,2748049,link,https://en.wikipedia.org/wiki/De_Rips,,,,,,,
13439307,2748049,post,5764,,,,,,,
14939256,2748049,wkdt,Q2747126,,,,,,,
1245210,2748073,,Rijtse Heide,,,,,,,
4124244,2748073,,Rijtsche Heide,,,,,,,
7179813,2748078,link,https://en.wikipedia.org/wiki/Rijswijk%2C_North_Brabant,,,,,,,
13437925,2748078,,Rijswijk (NB),,,,,,,
13439320,2748078,post,4284,,,,,,,
2955525,2748091,link,https://en.wikipedia.org/wiki/Rijsbergen,,,,,,,
13439325,2748091,post,4891,,,,,,,
13790287,2748091,unlc,NLRYB,,,,,,,
8554707,2748125,link,https://nl.wikipedia.org/wiki/Rijkevoort,,,,,,,
13439333,2748125,post,5447,,,,,,,
13790257,2748125,unlc,NLRJV,,,,,,,
15398890,2748125,wkdt,Q3432009,,,,,,,Preferred name
16183750,2748125,link,https://en.wikipedia.org/wiki/Rijkevoort,,,,,,,
1245223,2748130,,Reijen,,,,,,,
7180289,2748130,link,https://en.wikipedia.org/wiki/Rijen,,,,,,,
13439334,2748130,post,5121,,,,,,,
13439335,2748130,post,5122,,,,,,,Preferred name
13790255,2748130,unlc,NLRJE,,,,,,,
14939463,2748130,wkdt,Q2516342,,,,,,,Preferred name
